tahun,nama_provinsi,jenis_sampah,persentase
2022,Sulawesi Selatan,Kaca,1.918667
2022,Sulawesi Selatan,Lainnya,4.706875
2022,Sulawesi Tenggara,Sisa Makanan,36.964286
2022,Sulawesi Tenggara,Kayu/Ranting,8.557143
2022,Sulawesi Tenggara,Kertas/Karton,8.55
2022,Sulawesi Tenggara,Plastik,13.762857
2022,Sulawesi Tenggara,Logam,2.663333
2022,Sulawesi Tenggara,Kain,1.918333
2022,Sulawesi Tenggara,Karet/Kulit,1.501667
2022,Sulawesi Tenggara,Kaca,1.675
2022,Sulawesi Tenggara,Lainnya,16.326667
2022,Gorontalo,Sisa Makanan,31.6375
2022,Gorontalo,Kayu/Ranting,17.96
2022,Gorontalo,Kertas/Karton,18.1775
2022,Gorontalo,Plastik,23.175
2022,Gorontalo,Logam,1.833333
2022,Gorontalo,Kain,2.0
2022,Gorontalo,Karet/Kulit,3.0
2022,Gorontalo,Kaca,2.85
2022,Gorontalo,Lainnya,4.65
2022,Maluku,Sisa Makanan,39.0
2022,Maluku,Kayu/Ranting,18.0
2022,Maluku,Kertas/Karton,8.35
2022,Maluku,Plastik,22.25
2022,Maluku,Logam,1.0
2022,Maluku,Kain,1.0
2022,Maluku,Karet/Kulit,1.0
2022,Maluku,Kaca,1.0
2022,Maluku,Lainnya,1.53
2022,Maluku Utara,Sisa Makanan,27.0
2022,Maluku Utara,Kayu/Ranting,10.475
2022,Maluku Utara,Kertas/Karton,17.175
2022,Maluku Utara,Plastik,28.795
2022,Maluku Utara,Logam,12.045
2022,Maluku Utara,Kain,4.19
2022,Maluku Utara,Karet/Kulit,0.89
2022,Maluku Utara,Kaca,2.08
2022,Maluku Utara,Lainnya,0.93
2022,Papua,Sisa Makanan,18.935
2022,Papua,Kayu/Ranting,16.0725
2022,Papua,Kertas/Karton,19.845
2022,Papua,Plastik,24.035
2022,Papua,Logam,8.495
2022,Papua,Kain,3.336667
2022,Papua,Karet/Kulit,6.71
2022,Papua,Kaca,4.443333
2022,Papua,Lainnya,5.0
2022,Papua Barat,Sisa Makanan,27.0
2022,Papua Barat,Kayu/Ranting,15.0
2022,Papua Barat,Kertas/Karton,15.5
2022,Papua Barat,Plastik,25.5
2022,Papua Barat,Logam,10.0
2022,Papua Barat,Kain,5.0
2022,Papua Barat,Karet/Kulit,10.0
2022,Papua Barat,Kaca,5.0
2022,Papua Barat,Lainnya,19.0
2023,Aceh,Sisa Makanan,40.620345
2023,Aceh,Kayu/Ranting,12.415523
2023,Aceh,Kertas/Karton,11.087918
2023,Aceh,Plastik,19.724437
2023,Aceh,Logam,3.338153
2023,Aceh,Kain,2.888231
2023,Aceh,Karet/Kulit,2.519179
2023,Aceh,Kaca,2.507036
2023,Aceh,Lainnya,7.31509
2023,Aceh,Sisa Makanan,32.075217
2023,Aceh,Kayu/Ranting,14.313043
2023,Aceh,Kertas/Karton,10.104348
2023,Aceh,Plastik,23.040435
2023,Aceh,Logam,4.731304
2023,Aceh,Kain,3.593478
2023,Aceh,Karet/Kulit,2.993478
2023,Aceh,Kaca,3.493478
2023,Aceh,Lainnya,5.912273
2023,Sumatera Utara,Sisa Makanan,27.938889
2023,Sumatera Utara,Kayu/Ranting,18.581111
2023,Sumatera Utara,Kertas/Karton,12.552222
2023,Sumatera Utara,Plastik,15.738889
2023,Sumatera Utara,Logam,3.172222
2023,Sumatera Utara,Kain,3.54
2023,Sumatera Utara,Karet/Kulit,4.04375
2023,Sumatera Utara,Kaca,4.027778
2023,Sumatera Utara,Lainnya,10.821111
2023,Sumatera Barat,Sisa Makanan,45.972307
2023,Sumatera Barat,Kayu/Ranting,12.069167
2023,Sumatera Barat,Kertas/Karton,13.253077
2023,Sumatera Barat,Plastik,17.914615
2023,Sumatera Barat,Logam,3.001538
2023,Sumatera Barat,Kain,1.063846
2023,Sumatera Barat,Karet/Kulit,0.9625
2023,Sumatera Barat,Kaca,1.586364
2023,Sumatera Barat,Lainnya,5.875
2023,Riau,Sisa Makanan,29.622
2023,Riau,Kayu/Ranting,14.092
2023,Riau,Kertas/Karton,8.418
2023,Riau,Plastik,19.284
2023,Riau,Logam,2.464
2023,Riau,Kain,3.9
2023,Riau,Karet/Kulit,3.324
2023,Riau,Kaca,5.18
2023,Riau,Lainnya,13.716
2023,Jambi,Sisa Makanan,50.0325
2023,Jambi,Kayu/Ranting,10.775
2023,Jambi,Kertas/Karton,12.2825
2023,Jambi,Plastik,12.16
2023,Jambi,Logam,2.16
2023,Jambi,Kain,4.055
2023,Jambi,Karet/Kulit,3.0525
2023,Jambi,Kaca,1.1325
2023,Jambi,Lainnya,3.43
2023,Sumatera Selatan,Sisa Makanan,47.158889
2023,Sumatera Selatan,Kayu/Ranting,8.325556
2023,Sumatera Selatan,Kertas/Karton,10.072222
2023,Sumatera Selatan,Plastik,19.176667
2023,Sumatera Selatan,Logam,2.936667
2023,Sumatera Selatan,Kain,2.982222
2023,Sumatera Selatan,Karet/Kulit,2.123333
2023,Sumatera Selatan,Kaca,1.766667
2023,Sumatera Selatan,Lainnya,6.14
2023,Bengkulu,Sisa Makanan,50.309999
2023,Bengkulu,Kayu/Ranting,13.294
2023,Bengkulu,Kertas/Karton,8.972
2023,Bengkulu,Plastik,11.932
2023,Bengkulu,Logam,3.52
2023,Bengkulu,Kain,2.758
2023,Bengkulu,Karet/Kulit,2.42
2023,Bengkulu,Kaca,2.394
2023,Bengkulu,Lainnya,4.4
2023,Lampung,Sisa Makanan,44.225556
2023,Lampung,Kayu/Ranting,10.188889
2023,Lampung,Kertas/Karton,7.802222
2023,Lampung,Plastik,18.544445
2023,Lampung,Logam,3.362222
2023,Lampung,Kain,3.641111
2023,Lampung,Karet/Kulit,2.75625
2023,Lampung,Kaca,1.72
2023,Lampung,Lainnya,8.032222
2023,Kepulauan Bangka Belitung,Sisa Makanan,37.72
2023,Kepulauan Bangka Belitung,Kayu/Ranting,8.875
2023,Kepulauan Bangka Belitung,Kertas/Karton,11.428
2023,Kepulauan Bangka Belitung,Plastik,23.218
2023,Kepulauan Bangka Belitung,Logam,3.054
2023,Kepulauan Bangka Belitung,Kain,3.606
2023,Kepulauan Bangka Belitung,Karet/Kulit,2.493333
2023,Kepulauan Bangka Belitung,Kaca,2.8525
2023,Kepulauan Bangka Belitung,Lainnya,10.096
2023,Kepulauan Riau,Sisa Makanan,46.906666
2023,Kepulauan Riau,Kayu/Ranting,7.616667
2023,Kepulauan Riau,Kertas/Karton,11.416667
2023,Kepulauan Riau,Plastik,22.836667
2023,Kepulauan Riau,Logam,2.056667
2023,Kepulauan Riau,Kain,1.62
2023,Kepulauan Riau,Karet/Kulit,1.426667
2023,Kepulauan Riau,Kaca,2.406667
2023,Kepulauan Riau,Lainnya,5.57
2023,DKI Jakarta,Sisa Makanan,49.869999
2023,DKI Jakarta,Kayu/Ranting,3.18
2023,DKI Jakarta,Kertas/Karton,17.24
2023,DKI Jakarta,Plastik,22.950001
2023,DKI Jakarta,Logam,1.08
2023,DKI Jakarta,Kain,0.9
2023,DKI Jakarta,Karet/Kulit,0.7
2023,DKI Jakarta,Kaca,1.48
2023,DKI Jakarta,Lainnya,2.6
2023,Jawa Barat,Sisa Makanan,42.326875
2023,Jawa Barat,Kayu/Ranting,10.756154
2023,Jawa Barat,Kertas/Karton,12.345625
2023,Jawa Barat,Plastik,19.60125
2023,Jawa Barat,Logam,2.01375
2023,Jawa Barat,Kain,2.834
2023,Jawa Barat,Karet/Kulit,1.254286
2023,Jawa Barat,Kaca,2.550625
2023,Jawa Barat,Lainnya,8.668125
2023,Jawa Tengah,Sisa Makanan,40.079643
2023,Jawa Tengah,Kayu/Ranting,11.724074
2023,Jawa Tengah,Kertas/Karton,10.831034
2023,Jawa Tengah,Plastik,20.082759
2023,Jawa Tengah,Logam,4.040345
2023,Jawa Tengah,Kain,2.941429
2023,Jawa Tengah,Karet/Kulit,1.8228
2023,Jawa Tengah,Kaca,2.309643
2023,Jawa Tengah,Lainnya,8.470714
2023,Daerah Istimewa Yogyakarta,Sisa Makanan,49.632501
2023,Daerah Istimewa Yogyakarta,Kayu/Ranting,0.25
2023,Daerah Istimewa Yogyakarta,Kertas/Karton,13.7125
2023,Daerah Istimewa Yogyakarta,Plastik,27.62
2023,Daerah Istimewa Yogyakarta,Logam,0.7825
2023,Daerah Istimewa Yogyakarta,Kain,0.61
2023,Daerah Istimewa Yogyakarta,Karet/Kulit,0.5025
2023,Daerah Istimewa Yogyakarta,Kaca,0.96
2023,Daerah Istimewa Yogyakarta,Lainnya,3.6675
2023,Jawa Timur,Sisa Makanan,52.239655
2023,Jawa Timur,Kayu/Ranting,8.797931
2023,Jawa Timur,Kertas/Karton,9.709655
2023,Jawa Timur,Plastik,16.789655
2023,Jawa Timur,Logam,1.93
2023,Jawa Timur,Kain,1.861786
2023,Jawa Timur,Karet/Kulit,1.463929
2023,Jawa Timur,Kaca,1.698276
2023,Jawa Timur,Lainnya,5.893571
2023,Banten,Sisa Makanan,51.636
2023,Banten,Kayu/Ranting,8.26
2023,Banten,Kertas/Karton,9.198
2023,Banten,Plastik,17.508
2023,Banten,Logam,2.228
2023,Banten,Kain,1.972
2023,Banten,Karet/Kulit,1.6175
2023,Banten,Kaca,2.274
2023,Banten,Lainnya,5.63
2023,Bali,Sisa Makanan,24.665
2023,Bali,Kayu/Ranting,44.60125
2023,Bali,Kertas/Karton,6.845
2023,Bali,Plastik,13.77
2023,Bali,Logam,1.86125
2023,Bali,Kain,1.21625
2023,Bali,Karet/Kulit,1.4825
2023,Bali,Kaca,1.42875
2023,Bali,Lainnya,4.13
2023,Nusa Tenggara Barat,Sisa Makanan,42.8025
2023,Nusa Tenggara Barat,Kayu/Ranting,8.645
2023,Nusa Tenggara Barat,Kertas/Karton,10.8725
2023,Nusa Tenggara Barat,Plastik,13.28
2023,Nusa Tenggara Barat,Logam,6.265
2023,Nusa Tenggara Barat,Kain,1.27
2023,Nusa Tenggara Barat,Karet/Kulit,3.76
2023,Nusa Tenggara Barat,Kaca,2.126667
2023,Nusa Tenggara Barat,Lainnya,7.3125
2023,Nusa Tenggara Timur,Sisa Makanan,26.299091
2023,Nusa Tenggara Timur,Kayu/Ranting,17.944545
2023,Nusa Tenggara Timur,Kertas/Karton,11.106364
2023,Nusa Tenggara Timur,Plastik,24.885455
2023,Nusa Tenggara Timur,Logam,3.916364
2023,Nusa Tenggara Timur,Kain,4.230909
2023,Nusa Tenggara Timur,Karet/Kulit,2.793636
2023,Nusa Tenggara Timur,Kaca,3.022727
2023,Nusa Tenggara Timur,Lainnya,6.381
2023,Kalimantan Barat,Sisa Makanan,50.22
2023,Kalimantan Barat,Kayu/Ranting,8.6
2023,Kalimantan Barat,Kertas/Karton,10.92375
2023,Kalimantan Barat,Plastik,25.8275
2023,Kalimantan Barat,Logam,1.782857
2023,Kalimantan Barat,Kain,1.28
2023,Kalimantan Barat,Karet/Kulit,1.93
2023,Kalimantan Barat,Kaca,2.741667
2023,Kalimantan Barat,Lainnya,4.62
2023,Kalimantan Tengah,Sisa Makanan,40.341
2023,Kalimantan Tengah,Kayu/Ranting,10.091
2023,Kalimantan Tengah,Kertas/Karton,10.151
2023,Kalimantan Tengah,Plastik,21.701
2023,Kalimantan Tengah,Logam,4.432
2023,Kalimantan Tengah,Kain,2.821
2023,Kalimantan Tengah,Karet/Kulit,2.658889
2023,Kalimantan Tengah,Kaca,1.881
2023,Kalimantan Tengah,Lainnya,6.187
2023,Kalimantan Selatan,Sisa Makanan,50.114545
2023,Kalimantan Selatan,Kayu/Ranting,4.889
2023,Kalimantan Selatan,Kertas/Karton,11.130909
2023,Kalimantan Selatan,Plastik,19.814546
2023,Kalimantan Selatan,Logam,1.77
2023,Kalimantan Selatan,Kain,1.474
2023,Kalimantan Selatan,Karet/Kulit,1.187
2023,Kalimantan Selatan,Kaca,2.18
2023,Kalimantan Selatan,Lainnya,8.122727
2023,Kalimantan Timur,Sisa Makanan,52.197778
2023,Kalimantan Timur,Kayu/Ranting,6.576667
2023,Kalimantan Timur,Kertas/Karton,12.84
2023,Kalimantan Timur,Plastik,16.333333
2023,Kalimantan Timur,Logam,2.728889
2023,Kalimantan Timur,Kain,2.304444
2023,Kalimantan Timur,Karet/Kulit,0.631111
2023,Kalimantan Timur,Kaca,2.05
2023,Kalimantan Timur,Lainnya,4.337778
2023,Kalimantan Utara,Sisa Makanan,52.380001
2023,Kalimantan Utara,Kayu/Ranting,1.77
2023,Kalimantan Utara,Kertas/Karton,11.81
2023,Kalimantan Utara,Plastik,12.57
2023,Kalimantan Utara,Logam,3.0
2023,Kalimantan Utara,Kain,4.23
2023,Kalimantan Utara,Karet/Kulit,1.08
2023,Kalimantan Utara,Kaca,1.68
2023,Kalimantan Utara,Lainnya,11.48
2023,Sulawesi Utara,Sisa Makanan,38.549091
2023,Sulawesi Utara,Kayu/Ranting,11.391818
2023,Sulawesi Utara,Kertas/Karton,10.876364
2023,Sulawesi Utara,Plastik,19.409091
2023,Sulawesi Utara,Logam,3.302727
2023,Sulawesi Utara,Kain,3.1
2023,Sulawesi Utara,Karet/Kulit,3.473636
2023,Sulawesi Utara,Kaca,3.0
2023,Sulawesi Utara,Lainnya,7.587
2023,Sulawesi Tengah,Sisa Makanan,32.74
2023,Sulawesi Tengah,Kayu/Ranting,8.9425
2023,Sulawesi Tengah,Kertas/Karton,13.316
2023,Sulawesi Tengah,Plastik,11.758
2023,Sulawesi Tengah,Logam,9.192
2023,Sulawesi Tengah,Kain,2.14
2023,Sulawesi Tengah,Karet/Kulit,1.96
2023,Sulawesi Tengah,Kaca,1.794
2023,Sulawesi Tengah,Lainnya,7.0625
2023,Sulawesi Selatan,Sisa Makanan,42.488125
2023,Sulawesi Selatan,Kayu/Ranting,13.94625
2023,Sulawesi Selatan,Kertas/Karton,13.198235
2023,Sulawesi Selatan,Plastik,16.129412
2023,Sulawesi Selatan,Logam,3.395882
2023,Sulawesi Selatan,Kain,1.965333
2023,Sulawesi Selatan,Karet/Kulit,1.725
2023,Sulawesi Selatan,Kaca,2.154375
2023,Sulawesi Selatan,Lainnya,6.004286
2023,Sulawesi Tenggara,Sisa Makanan,38.0975
2023,Sulawesi Tenggara,Kayu/Ranting,8.53875
2023,Sulawesi Tenggara,Kertas/Karton,8.26625
2023,Sulawesi Tenggara,Plastik,21.085
2023,Sulawesi Tenggara,Logam,2.80625
2023,Sulawesi Tenggara,Kain,2.501429
2023,Sulawesi Tenggara,Karet/Kulit,2.858571
2023,Sulawesi Tenggara,Kaca,1.721429
2023,Sulawesi Tenggara,Lainnya,13.6425
2023,Gorontalo,Sisa Makanan,31.775
2023,Gorontalo,Kayu/Ranting,12.925
2023,Gorontalo,Kertas/Karton,11.93
2023,Gorontalo,Plastik,23.38
2023,Gorontalo,Logam,2.446667
2023,Gorontalo,Kain,2.1
2023,Gorontalo,Karet/Kulit,6.15
2023,Gorontalo,Kaca,3.033333
2023,Gorontalo,Lainnya,15.673333
2023,Maluku,Sisa Makanan,39.974999
2023,Maluku,Kayu/Ranting,25.0225
2023,Maluku,Kertas/Karton,20.375
2023,Maluku,Plastik,39.6075
2023,Maluku,Logam,3.25
2023,Maluku,Kain,16.5
2023,Maluku,Karet/Kulit,29.833333
2023,Maluku,Kaca,7.7
2023,Maluku,Lainnya,10.2625
2023,Papua,Sisa Makanan,29.75
2023,Papua,Kayu/Ranting,6.43
2023,Papua,Kertas/Karton,10.6
2023,Papua,Plastik,24.9475
2023,Papua,Logam,8.5725
2023,Papua,Kain,4.96
2023,Papua,Karet/Kulit,6.1525
2023,Papua,Kaca,4.6125
2023,Papua,Lainnya,5.146667
2023,Papua Barat,Sisa Makanan,24.666667
2023,Papua Barat,Kayu/Ranting,15.0
2023,Papua Barat,Kertas/Karton,13.666667
2023,Papua Barat,Plastik,25.666667
2023,Papua Barat,Logam,10.0
2023,Papua Barat,Kain,5.0
2023,Papua Barat,Karet/Kulit,5.0
2023,Papua Barat,Kaca,5.0
2023,Papua Barat,Lainnya,22.666667
2024,Aceh,Sisa Makanan,39.125323
2024,Aceh,Kayu/Ranting,12.541429
2024,Aceh,Kertas/Karton,11.199398
2024,Aceh,Plastik,19.667068
2024,Aceh,Logam,3.423195
2024,Aceh,Kain,2.544619
2024,Aceh,Karet/Kulit,2.101973
2024,Aceh,Kaca,2.355
2024,Aceh,Lainnya,6.698391
2024,Aceh,Sisa Makanan,31.057391
2024,Aceh,Kayu/Ranting,14.037391
2024,Aceh,Kertas/Karton,11.337826
2024,Aceh,Plastik,22.771739
2024,Aceh,Logam,4.587826
2024,Aceh,Kain,3.657826
2024,Aceh,Karet/Kulit,3.688261
2024,Aceh,Kaca,3.306957
2024,Aceh,Lainnya,5.807273
2024,Sumatera Utara,Sisa Makanan,35.176
2024,Sumatera Utara,Kayu/Ranting,12.364
2024,Sumatera Utara,Kertas/Karton,15.22
2024,Sumatera Utara,Plastik,23.67
2024,Sumatera Utara,Logam,1.83
2024,Sumatera Utara,Kain,2.548
2024,Sumatera Utara,Karet/Kulit,1.51
2024,Sumatera Utara,Kaca,3.318
2024,Sumatera Utara,Lainnya,4.304
2024,Sumatera Barat,Sisa Makanan,45.833
2024,Sumatera Barat,Kayu/Ranting,8.173333
2024,Sumatera Barat,Kertas/Karton,12.817
2024,Sumatera Barat,Plastik,18.92
2024,Sumatera Barat,Logam,3.246667
2024,Sumatera Barat,Kain,1.516
2024,Sumatera Barat,Karet/Kulit,1.376667
2024,Sumatera Barat,Kaca,1.976667
2024,Sumatera Barat,Lainnya,7.262222
2024,Riau,Sisa Makanan,33.858
2024,Riau,Kayu/Ranting,15.542
2024,Riau,Kertas/Karton,6.922
2024,Riau,Plastik,14.146
2024,Riau,Logam,5.434
2024,Riau,Kain,2.504
2024,Riau,Karet/Kulit,2.558
2024,Riau,Kaca,5.616
2024,Riau,Lainnya,16.275001
2024,Jambi,Sisa Makanan,49.545
2024,Jambi,Kayu/Ranting,12.955
2024,Jambi,Kertas/Karton,11.87
2024,Jambi,Plastik,12.425
2024,Jambi,Logam,1.88
2024,Jambi,Kain,6.06
2024,Jambi,Karet/Kulit,2.45
2024,Jambi,Kaca,0.64
2024,Jambi,Lainnya,2.17
2024,Sumatera Selatan,Sisa Makanan,41.077
2024,Sumatera Selatan,Kayu/Ranting,11.304
2024,Sumatera Selatan,Kertas/Karton,9.618
2024,Sumatera Selatan,Plastik,20.574
2024,Sumatera Selatan,Logam,3.527
2024,Sumatera Selatan,Kain,3.354
2024,Sumatera Selatan,Karet/Kulit,2.376
2024,Sumatera Selatan,Kaca,2.288
2024,Sumatera Selatan,Lainnya,6.535556
2024,Bengkulu,Sisa Makanan,61.512499
2024,Bengkulu,Kayu/Ranting,8.57
2024,Bengkulu,Kertas/Karton,9.44
2024,Bengkulu,Plastik,13.6725
2024,Bengkulu,Logam,0.55
2024,Bengkulu,Kain,1.735
2024,Bengkulu,Karet/Kulit,1.0
2024,Bengkulu,Kaca,0.6075
2024,Bengkulu,Lainnya,3.15
2024,Lampung,Sisa Makanan,45.112857
2024,Lampung,Kayu/Ranting,13.237143
2024,Lampung,Kertas/Karton,6.435714
2024,Lampung,Plastik,12.815714
2024,Lampung,Logam,3.07
2024,Lampung,Kain,1.292857
2024,Lampung,Karet/Kulit,1.984
2024,Lampung,Kaca,0.835
2024,Lampung,Lainnya,2.566667
2024,Kepulauan Bangka Belitung,Sisa Makanan,44.6875
2024,Kepulauan Bangka Belitung,Kayu/Ranting,9.486667
2024,Kepulauan Bangka Belitung,Kertas/Karton,11.2175
2024,Kepulauan Bangka Belitung,Plastik,16.3175
2024,Kepulauan Bangka Belitung,Logam,2.5925
2024,Kepulauan Bangka Belitung,Kain,2.7725
2024,Kepulauan Bangka Belitung,Karet/Kulit,2.493333
2024,Kepulauan Bangka Belitung,Kaca,2.8525
2024,Kepulauan Bangka Belitung,Lainnya,10.575
2024,Kepulauan Riau,Sisa Makanan,49.924999
2024,Kepulauan Riau,Kayu/Ranting,5.86
2024,Kepulauan Riau,Kertas/Karton,10.36
2024,Kepulauan Riau,Plastik,23.655001
2024,Kepulauan Riau,Logam,1.86
2024,Kepulauan Riau,Kain,1.4
2024,Kepulauan Riau,Karet/Kulit,1.675
2024,Kepulauan Riau,Kaca,1.965
2024,Kepulauan Riau,Lainnya,6.6
2024,DKI Jakarta,Sisa Makanan,49.869999
2024,DKI Jakarta,Kayu/Ranting,3.18
2024,DKI Jakarta,Kertas/Karton,17.24
2024,DKI Jakarta,Plastik,22.950001
2024,DKI Jakarta,Logam,1.08
2024,DKI Jakarta,Kain,0.9
2024,DKI Jakarta,Karet/Kulit,0.7
2024,DKI Jakarta,Kaca,1.48
2024,DKI Jakarta,Lainnya,2.6
2024,Jawa Barat,Sisa Makanan,40.125833
2024,Jawa Barat,Kayu/Ranting,13.886
2024,Jawa Barat,Kertas/Karton,10.214167
2024,Jawa Barat,Plastik,18.451667
2024,Jawa Barat,Logam,1.795
2024,Jawa Barat,Kain,2.604545
2024,Jawa Barat,Karet/Kulit,1.167778
2024,Jawa Barat,Kaca,2.829167
2024,Jawa Barat,Lainnya,11.749167
2024,Jawa Tengah,Sisa Makanan,40.677368
2024,Jawa Tengah,Kayu/Ranting,11.737778
2024,Jawa Tengah,Kertas/Karton,11.830526
2024,Jawa Tengah,Plastik,20.950527
2024,Jawa Tengah,Logam,3.942105
2024,Jawa Tengah,Kain,3.091579
2024,Jawa Tengah,Karet/Kulit,1.516471
2024,Jawa Tengah,Kaca,2.425556
2024,Jawa Tengah,Lainnya,4.995556
2024,Daerah Istimewa Yogyakarta,Sisa Makanan,51.365001
2024,Daerah Istimewa Yogyakarta,Kayu/Ranting,0.25
2024,Daerah Istimewa Yogyakarta,Kertas/Karton,12.9725
2024,Daerah Istimewa Yogyakarta,Plastik,26.87
2024,Daerah Istimewa Yogyakarta,Logam,0.6675
2024,Daerah Istimewa Yogyakarta,Kain,0.81
2024,Daerah Istimewa Yogyakarta,Karet/Kulit,0.5075
2024,Daerah Istimewa Yogyakarta,Kaca,1.005
2024,Daerah Istimewa Yogyakarta,Lainnya,3.2925
2024,Jawa Timur,Sisa Makanan,45.472609
2024,Jawa Timur,Kayu/Ranting,12.584348
2024,Jawa Timur,Kertas/Karton,10.697391
2024,Jawa Timur,Plastik,17.454348
2024,Jawa Timur,Logam,1.930455
2024,Jawa Timur,Kain,2.36913
2024,Jawa Timur,Karet/Kulit,1.530455
2024,Jawa Timur,Kaca,1.732174
2024,Jawa Timur,Lainnya,6.669091
2024,Banten,Sisa Makanan,49.312
2024,Banten,Kayu/Ranting,7.096
2024,Banten,Kertas/Karton,10.774
2024,Banten,Plastik,17.92
2024,Banten,Logam,2.204
2024,Banten,Kain,2.148
2024,Banten,Karet/Kulit,1.9075
2024,Banten,Kaca,2.484
2024,Banten,Lainnya,6.536
2024,Bali,Sisa Makanan,26.03
2024,Bali,Kayu/Ranting,35.94375
2024,Bali,Kertas/Karton,7.7325
2024,Bali,Plastik,15.91
2024,Bali,Logam,2.0
2024,Bali,Kain,1.33125
2024,Bali,Karet/Kulit,1.45875
2024,Bali,Kaca,1.25625
2024,Bali,Lainnya,2.4325
2024,Nusa Tenggara Barat,Sisa Makanan,37.618333
2024,Nusa Tenggara Barat,Kayu/Ranting,15.796667
2024,Nusa Tenggara Barat,Kertas/Karton,9.498333
2024,Nusa Tenggara Barat,Plastik,20.823333
2024,Nusa Tenggara Barat,Logam,5.176667
2024,Nusa Tenggara Barat,Kain,2.202
2024,Nusa Tenggara Barat,Karet/Kulit,2.596
2024,Nusa Tenggara Barat,Kaca,3.156
2024,Nusa Tenggara Barat,Lainnya,6.6875
2024,Nusa Tenggara Timur,Sisa Makanan,24.237143
2024,Nusa Tenggara Timur,Kayu/Ranting,21.742143
2024,Nusa Tenggara Timur,Kertas/Karton,10.696429
2024,Nusa Tenggara Timur,Plastik,24.839286
2024,Nusa Tenggara Timur,Logam,3.792857
2024,Nusa Tenggara Timur,Kain,3.735385
2024,Nusa Tenggara Timur,Karet/Kulit,2.518462
2024,Nusa Tenggara Timur,Kaca,3.25
2024,Nusa Tenggara Timur,Lainnya,6.845
2024,Kalimantan Barat,Sisa Makanan,45.851667
2024,Kalimantan Barat,Kayu/Ranting,5.626
2024,Kalimantan Barat,Kertas/Karton,12.753333
2024,Kalimantan Barat,Plastik,24.648334
2024,Kalimantan Barat,Logam,2.186
2024,Kalimantan Barat,Kain,1.493333
2024,Kalimantan Barat,Karet/Kulit,1.573333
2024,Kalimantan Barat,Kaca,2.89
2024,Kalimantan Barat,Lainnya,4.96
2024,Kalimantan Tengah,Sisa Makanan,35.769
2024,Kalimantan Tengah,Kayu/Ranting,11.191
2024,Kalimantan Tengah,Kertas/Karton,11.453
2024,Kalimantan Tengah,Plastik,24.666
2024,Kalimantan Tengah,Logam,4.742
2024,Kalimantan Tengah,Kain,2.277
2024,Kalimantan Tengah,Karet/Kulit,2.81375
2024,Kalimantan Tengah,Kaca,1.844
2024,Kalimantan Tengah,Lainnya,5.807
2024,Kalimantan Selatan,Sisa Makanan,46.242727
2024,Kalimantan Selatan,Kayu/Ranting,5.333636
2024,Kalimantan Selatan,Kertas/Karton,13.926364
2024,Kalimantan Selatan,Plastik,17.177273
2024,Kalimantan Selatan,Logam,4.261
2024,Kalimantan Selatan,Kain,1.413
2024,Kalimantan Selatan,Karet/Kulit,1.146
2024,Kalimantan Selatan,Kaca,2.099
2024,Kalimantan Selatan,Lainnya,6.383636
2024,Kalimantan Timur,Sisa Makanan,46.946667
2024,Kalimantan Timur,Kayu/Ranting,7.186667
2024,Kalimantan Timur,Kertas/Karton,15.776667
2024,Kalimantan Timur,Plastik,18.653333
2024,Kalimantan Timur,Logam,2.3425
2024,Kalimantan Timur,Kain,0.975
2024,Kalimantan Timur,Karet/Kulit,0.43375
2024,Kalimantan Timur,Kaca,1.67375
2024,Kalimantan Timur,Lainnya,7.44125
2024,Kalimantan Utara,Sisa Makanan,52.380001
2024,Kalimantan Utara,Kayu/Ranting,1.77
2024,Kalimantan Utara,Kertas/Karton,11.81
2024,Kalimantan Utara,Plastik,12.57
2024,Kalimantan Utara,Logam,3.0
2024,Kalimantan Utara,Kain,4.23
2024,Kalimantan Utara,Karet/Kulit,1.08
2024,Kalimantan Utara,Kaca,1.68
2024,Kalimantan Utara,Lainnya,11.48
2024,Sulawesi Utara,Sisa Makanan,41.096154
2024,Sulawesi Utara,Kayu/Ranting,10.86
2024,Sulawesi Utara,Kertas/Karton,10.621538
2024,Sulawesi Utara,Plastik,18.892308
2024,Sulawesi Utara,Logam,3.152308
2024,Sulawesi Utara,Kain,3.582308
2024,Sulawesi Utara,Karet/Kulit,3.138333
2024,Sulawesi Utara,Kaca,2.5725
2024,Sulawesi Utara,Lainnya,7.71
2024,Sulawesi Tengah,Sisa Makanan,22.04
2024,Sulawesi Tengah,Kayu/Ranting,5.9425
2024,Sulawesi Tengah,Kertas/Karton,6.235
2024,Sulawesi Tengah,Plastik,8.5775
2024,Sulawesi Tengah,Logam,3.25
2024,Sulawesi Tengah,Kain,1.39
2024,Sulawesi Tengah,Karet/Kulit,1.9
2024,Sulawesi Tengah,Kaca,1.6975
2024,Sulawesi Tengah,Lainnya,5.5625
2024,Sulawesi Selatan,Sisa Makanan,46.841818
2024,Sulawesi Selatan,Kayu/Ranting,13.949091
2024,Sulawesi Selatan,Kertas/Karton,12.801667
2024,Sulawesi Selatan,Plastik,15.7625
2024,Sulawesi Selatan,Logam,3.185
2024,Sulawesi Selatan,Kain,1.675455
2024,Sulawesi Selatan,Karet/Kulit,1.766667
2024,Sulawesi Selatan,Kaca,1.731667
2024,Sulawesi Selatan,Lainnya,4.536364
2024,Sulawesi Tenggara,Sisa Makanan,43.416667
